Longitude,Latitude,Value
82.991638,55.038667,60795
82.808199,54.989594,53581
82.992913,55.170765,39171
82.908513,55.045607,95881
83.03955,54.786272,68826
83.096581,54.89466,53678
82.635847,55.092489,44615
82.722045,55.303136,31470
83.396906,55.031852,19600
82.930774,55.039316,121103
82.812474,55.067731,115493
83.304257,54.643381,34390
83.141555,55.055824,47750
83.185058,54.941284,68378
83.079723,54.870424,64035
82.984984,55.004974,45687
82.971577,55.054698,81831
83.109083,54.865364,74342
82.919761,55.017056,65996
83.014637,55.018216,60968
82.972895,55.076971,65847
82.948774,55.110208,63541
82.961725,54.96628,78148
82.927917,54.937394,51517
83.095974,54.769189,42904
82.894461,54.976835,70313
81.990677,54.809357,10000
82.964021,55.046952,73622
83.121873,55.061734,27703
82.903496,54.981866,60345
82.913486,54.964082,56255
82.976368,55.026592,77377
82.899582,55.06157,84940
83.12501,54.943213,36513
83.112766,54.838814,74138
83.088429,54.869991,68605
82.978784,54.989554,46795
83.136667,54.96821,26667
82.903328,55.029776,77740
82.898331,54.975328,72223
83.092142,54.784513,62647
82.84234,54.970908,61294
83.187327,54.939898,57239
82.939728,55.039469,78689
83.004428,55.037503,91379
83.203613,54.957583,44821
82.881727,54.976024,53659
82.926759,55.042466,107508
83.144039,55.056679,30098
82.860796,54.973673,50289
82.891135,54.984798,81614
82.896771,55.04283,92754
82.934011,55.110874,81763
82.987388,55.047297,66561
82.97036,55.012649,72558
82.96886,54.956398,64718
82.939395,55.043013,67005
83.288157,54.624347,39297
82.89952,55.121768,74140
82.871018,54.976882,65389
82.927025,55.022855,74516
83.005597,54.989148,83117
82.902145,54.931241,46311
82.95379,54.99934,87305
83.01278,55.038594,69356
82.835881,54.997879,57782
83.066083,55.104087,42151
83.188948,54.936664,76179
82.893967,55.080684,66667
82.960972,55.084737,63889
82.998899,55.169237,35690
82.944214,55.008867,55000
83.099643,54.969903,39024
82.729657,55.311004,39286
83.733705,54.29599,11173
82.946012,55.013153,87141
82.969796,54.862104,52532
82.906224,54.940317,55830
82.869762,54.970248,72240
82.972326,54.94694,37165
82.820368,54.937053,64815
82.792055,54.980018,61699
82.809178,55.085677,58253
83.026497,55.002648,59914
82.602497,54.810803,21513
83.075793,54.97525,65295
82.902293,54.939951,59955
82.975667,55.107402,57813
82.205878,55.006385,33156
82.706947,54.971479,35944
82.840812,54.965337,60586
82.887571,54.988723,77878
82.95909,55.067239,51772
82.988169,55.048708,61538
82.897811,55.126395,81146
82.916585,55.054587,79985
83.005491,55.041882,72549
82.900994,54.975446,69056
82.889983,54.974767,71314
82.89409,54.991241,54365
82.884033,54.984104,68143
82.944735,55.011233,75804
83.09807,54.970885,79036
83.113676,54.952765,38571
82.955223,55.037769,67778
82.970126,55.034387,70213
82.909392,54.978539,61085
82.958133,55.075568,61417
83.06672,54.746777,42346
82.827,54.987654,53480
82.842183,54.962907,60188
82.687178,54.992252,48760
82.826432,54.981463,69062
83.197079,54.971232,43421
82.915455,55.037765,79631
82.648203,55.0823,49615
82.874188,55.047267,64849
83.087001,54.763841,37593
83.189041,54.937909,78520
82.915339,55.039293,106664
82.816532,54.980777,59146
83.074928,54.734126,49211
82.909858,55.066336,62583
82.978089,55.031412,66990
82.912992,55.022946,134634
83.009619,55.021179,59673
83.004539,54.990063,73327
83.366049,54.224825,17021
83.061644,54.757186,36667
82.954446,55.024171,93550
82.965544,54.955153,67454
83.056672,54.979337,220000
82.979935,55.073039,61842
83.091902,54.837222,99198
83.046102,54.845832,57806
82.8326,54.973661,53012
83.138451,54.759545,35257
83.125898,54.984552,31375
82.952382,55.049243,106641
82.954001,54.96087,63136
84.400787,55.239021,45556
82.837807,54.992733,50833
82.970093,54.946995,37298
82.808155,55.019767,31250
82.961434,54.94597,35303
83.085646,54.772158,40810
82.887511,54.941164,67670
82.943896,55.040366,107574
82.862289,54.976896,65909
82.932842,55.063255,76278
82.865809,54.970491,67063
82.893375,55.065497,71070
82.919899,55.072102,41751
83.002734,55.039593,61364
81.866466,54.367324,34884
82.924611,55.053499,71689
84.369234,55.236108,39063
82.938561,55.058388,86140
83.164768,54.735084,18261
82.857683,54.985776,63333
82.981238,54.863215,56183
82.958925,55.100311,49693
82.888537,54.992038,94519
82.919361,54.963735,60932
82.971283,55.07227,61123
83.09664,54.84216,104122
83.110476,54.754098,43890
82.643744,55.083937,49621
83.080545,54.973098,54150
84.390552,55.232359,18243
82.957383,55.066215,25876
82.96281,55.176063,57808
82.948964,55.175326,36607
82.970107,55.01388,87228
82.971411,55.071092,55221
83.88086,55.116683,32222
82.918107,54.838128,18038
82.971621,54.861437,44912
83.218954,54.770042,50000
83.00352,55.012903,43057
82.927478,55.032232,83471
83.076614,54.770054,39474
82.975682,55.055836,81865
82.862649,54.965674,54167
83.012267,55.064013,29630
82.92815,55.061642,72941
82.966879,55.054467,68888
82.897091,55.067668,55075
83.114808,54.837279,110000
83.102775,54.764386,52667
82.902743,55.062153,77672
82.973649,55.079163,50794
82.881485,55.071205,45000
82.845711,54.964023,61545
82.892721,55.056508,77988
82.868555,54.987914,60987
82.833467,54.981835,71263
83.088385,54.764814,54545
82.954048,55.063779,33056
82.91103,54.965063,35327
83.001648,55.040026,65000
83.344398,54.43219,27842
82.888598,55.129801,81141
82.924906,55.061253,82517
82.908127,55.065179,68128
82.937158,55.045545,90648
82.818809,54.98595,46154
83.027407,55.004841,66164
82.974905,55.0787,78333
82.443015,54.999987,37981
84.389473,55.251437,24722
82.922289,55.060369,100931
82.863273,54.98252,50000
82.870996,54.976065,38756
82.982191,55.158508,31806
82.891116,54.993467,73149
82.900383,55.062774,60335
82.911905,55.027135,74227
82.972405,55.024653,59677
82.88741,54.940472,66045
82.886586,54.982045,60000
82.972114,55.037979,79436
82.963874,55.065442,63750
83.276135,54.705801,15556
82.935247,55.044447,77778
84.382239,55.221973,22308
82.982214,55.03956,65410
82.852068,54.965504,52913
82.928903,55.039626,90260
84.411944,55.225972,38372
82.96139,55.008836,36111
82.751372,55.305606,23864
82.866805,54.977744,53333
82.955794,54.998773,64634
82.965842,55.05103,84883
82.961226,55.068219,52222
83.288307,54.628395,34000
82.895286,54.937551,63192
83.004275,55.040943,59126
82.792851,55.01043,67267
82.92436,54.93745,46284
82.913748,54.966467,54000
82.933726,55.055636,74086
83.010155,55.056603,48511
82.960859,55.173968,41167
82.47987,55.061563,30000
82.938636,55.114674,86983
82.928706,55.04399,87182
83.12905,54.963022,22619
82.96922,54.94385,33399
83.08384,54.763963,43748
82.926522,55.060691,60841
82.945421,55.043417,70983
83.040188,54.984463,85699
82.783754,55.01009,32500
82.816989,54.989311,58934
82.809007,55.0009,23455
82.885402,54.98903,70909
83.098644,54.870115,89598
82.923037,55.060566,82396
82.964474,55.083686,66047
82.977044,55.042815,82813
83.205098,54.975191,33333
82.945466,55.106409,82108
83.090697,54.76409,44853
83.041217,54.987634,60245
82.948055,55.113108,60522
82.938351,55.046101,60833
82.864602,54.977074,55556
82.970298,55.05242,64266
82.965628,55.101108,56120
82.931494,55.045406,83163
82.896842,54.972897,60706
83.069085,54.755157,35135
83.106087,54.843631,228683
82.618703,54.689911,33750
83.085274,54.928703,48472
82.956404,55.016029,62251
83.006251,54.890183,39171
82.895011,55.06052,60227
82.961961,55.085141,69355
83.094401,54.867598,77678
82.835396,54.952058,47115
82.978503,54.862938,53929
83.403353,54.220259,23438
82.938451,55.039797,90279
82.932051,55.108744,66505
83.094687,54.836067,124554
82.977668,55.05526,72672
82.915282,54.93775,51775
82.90081,54.986218,68746
82.918691,55.04172,77757
82.954652,55.015222,58929
82.842146,54.988983,57695
83.022112,55.005994,57462
83.106947,54.865471,76931
82.939801,55.112558,69787
82.937874,55.063692,74001
83.326746,54.575844,27655
83.006888,55.038311,63195
82.932276,55.067247,74290
82.812236,55.069414,116098
83.175699,55.172031,33400
82.902643,54.936684,54215
83.110718,54.761435,46431
82.904085,55.056534,77549
83.196123,54.9402,84783
83.069305,54.772874,57060
82.988927,54.862967,43166
82.938623,55.041599,99970
82.923056,55.065841,78554
82.770656,55.097252,54989
83.098346,54.835709,122385
82.841076,55.013795,40155
83.029774,55.044419,47368
82.980078,55.128097,120833
82.899651,54.933903,49940
82.865064,54.931615,35593
83.081688,54.869078,53333
82.927861,55.065021,62744
83.106304,54.937574,61260
82.907955,55.077777,31707
83.091118,54.763413,46667
82.988756,55.062768,62024
82.940936,55.039413,101558
82.919737,55.063887,87348
82.995695,54.920508,55469
83.093272,54.761383,59555
82.97978,55.033916,83078
82.90207,54.993274,57908
82.971775,54.859397,53312
83.206193,54.958136,43936
82.863325,54.976897,63697
82.941368,55.024451,78625
82.908165,55.066779,109719
83.117901,54.750391,46774
83.347725,54.229659,23214
82.9465,55.073165,66760
82.561985,55.194611,10989
82.960684,55.094354,53080
82.90918,55.047266,83889
82.915654,55.058114,71950
82.956596,55.179336,40606
82.891112,55.080104,20847
82.945759,55.030514,74843
83.049668,54.748605,50000
82.909661,55.051256,86207
82.951888,55.070053,39600
82.889503,55.055111,68611
83.008927,54.943182,59749
82.953276,55.073336,57477
82.972607,55.029244,82914
82.897907,54.985616,92197
83.064333,54.964128,57317
82.733702,54.98989,38293
83.100583,54.761913,47893
83.287639,55.199019,34328
82.927968,55.01779,85555
83.090189,54.837698,78322
82.902269,54.974995,52330
82.841036,54.986708,58982
82.941763,55.040267,85464
82.975532,55.073571,48152
82.962936,55.077587,65003
82.923051,55.02512,83613
82.909528,55.078257,88636
81.58885,54.348886,11000
82.810175,54.977157,24444
83.10882,54.978024,36857
82.963196,54.964016,36317
82.210014,55.022044,30769
83.002839,55.013046,41235
82.960064,54.955902,56217
83.008061,54.944284,54412
82.856694,54.991219,74418
82.80643,54.985485,60903
82.750939,55.312071,39773
82.873481,54.988999,39272
82.833071,54.982783,62330
82.919377,55.0552,99359
82.920092,54.962659,31081
83.101581,54.863517,81607
83.735776,55.497686,15454
83.07215,54.938903,25316
83.074906,54.760294,56025
83.081123,54.733206,49392
82.916173,55.059843,90000
82.739487,55.299957,42857
82.922316,54.93867,52765
82.708097,54.990383,38889
82.869314,54.93186,26667
82.93062,55.067482,87882
82.885949,55.255723,19835
82.841607,55.031688,17400
82.925267,55.060104,80031
83.010618,55.119229,22400
82.92884,55.064259,67635
82.975512,54.9453,34615
81.868506,54.347206,71667
82.95409,55.039181,91224
82.986617,55.00349,46250
82.848241,54.985854,62727
82.921131,55.072804,50062
82.937113,55.043088,93776
83.058084,54.739715,61129
82.906989,55.05338,69089
82.909551,54.962772,45104
82.935135,55.098703,55086
82.8963,55.06407,84800
82.971761,55.032192,69756
83.202434,54.941344,64035
82.938786,55.014738,82909
82.911974,55.023677,69423
83.186059,54.938519,66667
83.022994,55.023716,59690
82.878585,54.976415,86327
82.885359,55.04083,40209
82.947975,55.041313,86623
83.888163,55.114533,35106
83.011474,54.996826,70392
82.962098,55.045018,82338
82.957342,55.098586,59000
82.974898,55.037563,75000
82.960798,55.077017,77509
82.908802,55.055779,75584
82.967186,55.075224,67235
82.911878,54.937668,58086
82.97102,55.052754,67795
82.870516,54.970281,63895
83.006325,55.038209,64828
82.963056,55.04302,59246
83.043564,55.073346,60606
82.869974,54.981668,72223
82.940533,55.011449,66346
82.95472,54.9645,64645
83.385409,54.459652,32203
84.405488,55.238182,41395
82.875453,54.984645,60886
82.970324,55.020922,40000
82.985511,54.990128,40930
83.081137,54.86714,91690
82.894088,55.075958,59833
82.965728,55.06752,68017
82.898596,54.930286,77090
83.05008,54.7936,62500
82.958053,55.09397,65040
83.020717,55.04647,23899
82.932187,55.015357,101616
82.983876,55.054169,38571
82.825078,54.993057,44792
82.684419,54.987703,49596
82.867128,54.984942,59524
82.835165,55.139503,68966
83.080559,54.862843,66259
82.995778,54.924549,64800
83.283989,54.619874,31594
82.871062,54.989888,67619
82.834086,54.991465,75855
83.069343,54.954434,50084
82.973223,55.032876,84795
82.971465,54.946505,35718
82.951133,55.076911,58561
82.980922,54.955682,67931
82.978474,54.862218,46644
82.968305,54.958065,57657
82.92384,55.137549,71875
82.90828,54.989239,89595
82.868018,54.989179,68750
82.960658,54.964778,55194
82.866394,54.979461,52927
82.931791,55.055772,88374
82.927357,54.937757,52752
82.949744,55.076198,65254
82.989185,54.920659,62373
82.899005,54.994258,62299
82.893922,54.989876,61519
82.891834,55.016863,79734
82.876482,54.977427,91558
83.025959,55.033418,66001
82.97382,55.057957,62830
83.044551,54.978763,72997
82.876324,54.984963,68775
83.184044,54.942369,76852
83.067509,54.750379,55238
82.962673,54.96347,48921
82.911068,55.074364,57903
83.376478,54.228515,30000
82.217701,55.033696,37929
82.881646,54.945978,53449
82.913164,55.040941,80017
83.837681,54.262768,8762
82.875341,54.980411,51561
82.915035,55.022665,93223
82.999961,54.940821,45192
82.97838,55.044389,94365
82.913732,55.038825,87589
82.991919,55.039411,77162
82.956326,55.014915,89364
82.645847,55.082713,48125
82.846879,54.992096,66514
82.964846,55.066676,42203
83.369653,54.221668,20690
82.882968,55.010199,39000
82.970818,55.101069,58108
82.99906,55.041433,66863
82.948264,55.109447,65508
82.869214,54.968015,55444
82.976278,54.853562,59886
82.914184,55.039553,86667
83.014397,55.00331,58621
82.992006,55.028409,66673
82.918594,54.931493,48000
82.948452,55.074007,81069
82.910202,54.976265,61540
83.096704,54.809033,43497
82.987096,55.044093,69927
83.104427,54.832478,194068
83.004201,54.94054,43789
83.088117,54.97456,74935
82.973248,55.033869,72382
82.875503,54.976424,49500
83.119079,54.752558,53659
82.842395,54.991104,52699
83.093892,54.785253,69863
82.824189,54.986092,35180
83.110766,54.838766,110048
82.957028,55.005897,78605
82.874354,54.97911,54583
82.935771,55.066779,56384
82.959474,55.075797,67653
82.934506,55.029029,90014
82.466135,55.01219,39450
82.966444,55.052869,63263
82.682816,54.990847,47672
82.961346,55.010962,60708
82.972918,55.075449,64316
82.845448,54.990222,27778
82.743118,55.039055,62500
82.898868,54.979593,67593
83.875834,55.117646,39216
82.952178,55.076427,50825
82.931964,55.041286,76136
82.867466,54.987922,70455
83.007625,54.940839,49283
82.860316,54.976547,66359
82.983725,54.944989,50000
82.887711,55.032518,93002
82.910559,54.99422,95596
82.966105,55.049762,65395
82.912034,54.984049,65942
82.900423,54.931319,52384
82.96918,55.105835,74468
83.178225,54.943833,55435
82.902949,55.077635,62719
82.904936,55.042699,74530
83.197831,54.939459,74551
82.758827,55.313758,30465
82.811275,54.980035,61730
82.903945,55.115393,12121
82.981735,54.861331,52112
82.975734,55.111805,52814
83.053566,55.091818,34148
82.918395,55.063495,80007
83.106,54.864137,70225
82.927246,55.016398,81395
82.908217,54.983788,82187
82.96416,55.175736,53868
82.849216,54.985171,56132
83.077963,54.761539,53614
82.87472,54.981027,64042
83.023813,55.031622,59219
83.084195,54.97705,63510
82.944701,55.043026,86542
82.795628,54.979201,68159
83.084429,54.889746,49968
82.927232,55.054899,92249
82.9197,55.025445,86799
83.364647,55.198571,18085
82.976032,54.94815,35803
82.829311,54.983612,60644
82.627912,55.09467,18571
83.010113,54.985644,52000
82.835595,54.911877,50000
83.050671,54.963134,57669
82.967054,55.134283,44262
82.975984,55.110546,59085
82.970742,55.076903,66129
82.894378,54.994304,88034
82.886753,54.989616,86667
83.307988,54.630974,41351
83.108136,54.761384,46748
82.901491,55.057139,62069
82.954743,55.155776,46491
83.061029,54.975709,59333
82.892754,55.058927,79065
83.101749,54.759941,52381
84.413137,55.225649,27333
83.324283,54.367264,26316
82.837327,54.992101,60821
82.96833,54.943498,36713
82.893669,54.976544,64500
82.906167,55.060429,81818
82.970917,54.995403,65367
82.990942,55.042833,59643
82.882119,54.976773,46296
83.090191,54.750791,44872
82.989074,55.155643,19251
82.965162,55.023227,25467
83.109072,54.954467,50639
82.957402,55.176685,46360
83.05106,54.85586,68413
82.918999,55.040572,78805
83.21186,54.960389,31541
82.923588,54.973802,75257
83.185202,54.93934,51649
81.85734,54.354538,9444
82.92239,55.0457,81999
83.043909,55.071465,37716
82.964575,55.15825,52894
83.044955,54.746395,40766
82.910864,55.007379,30769
82.977511,55.055895,70261
82.862072,54.967797,58610
82.902199,55.031507,82692
82.967427,55.055703,52658
82.896465,54.977791,84273
82.920941,55.060426,85991
83.140003,54.966032,27500
82.910364,54.986757,79403
82.874952,55.089419,59833
82.88165,55.071011,38462
82.958804,55.101756,58147
84.80769,54.85051,22308
82.975232,55.054597,67391
82.968108,55.048908,80551
82.905687,55.069714,58863
81.654218,54.246084,15886
82.895012,54.987604,80398
82.968632,55.049161,67278
83.108446,54.842789,111305
82.902889,54.972679,63066
83.111483,54.840586,168589
82.954741,54.963576,55682
82.962149,55.07652,62789
83.534965,55.281367,44521
82.982886,55.04292,101408
83.048706,55.097269,19792
83.094033,54.838715,111054
82.638968,55.085039,38372
82.945503,55.047621,101190
82.875957,54.981328,66977
82.969723,55.078761,56931
82.902975,54.983165,85765
82.972485,55.070848,50581
82.919619,55.018338,65000
83.166071,54.953159,20200
82.975145,55.070884,56604
82.921099,54.96226,52730
82.896525,54.977371,64307
83.100539,54.970155,48148
82.915691,54.978592,74437
82.930956,55.040217,149584
82.921251,55.056649,82194
82.340819,54.611476,40000
83.153707,54.946897,25424
82.705137,54.971298,34442
82.806008,55.031344,56078
82.608226,54.931399,38978
82.894818,55.059603,68886
82.924469,55.023229,97152
82.909548,55.025018,91806
82.943462,55.01304,91723
82.837905,54.990905,64516
83.003028,55.040809,61967
83.223569,54.967006,29101
82.949261,54.963358,78487
82.874754,54.985855,77546
83.126352,54.937248,54364
83.10846,54.86642,71365
82.862098,54.992756,81492
82.904212,54.993243,61111
83.069344,54.772382,42667
83.001264,55.012272,44395
83.315187,54.596219,26067
83.884104,55.112767,25532
82.908076,54.939663,56742
82.990195,55.041504,63570
82.958788,55.041735,96745
82.915817,54.990563,101133
82.888071,54.961902,43682
82.975078,54.922565,59091
83.058701,54.740554,47872
82.91022,55.055824,78850
83.050825,54.794036,38442
83.025418,55.004567,70560
82.917875,55.045486,73913
82.903359,55.041672,75385
82.838383,54.98764,65516
81.883564,54.362579,47564
82.913925,55.023594,99274
83.603948,55.306359,45333
82.98285,54.865444,53250
82.954589,55.010439,64773
82.993259,55.050678,60256
83.011325,55.021714,51670
82.927497,55.035127,103327
82.955157,55.152297,48305
82.966245,54.954665,72759
83.009432,55.052841,38750
82.951253,54.964146,51117
82.826625,54.980435,61559
82.972785,55.011769,60131
82.996919,54.992644,52638
82.965338,55.096484,53261
82.92193,55.072333,47222
83.213325,54.96375,38158
82.872768,54.972157,65918
82.924696,54.930638,47369
83.07772,54.734861,58008
82.932544,55.033187,91771
82.899663,54.990641,76672
83.001264,54.940239,35426
83.144846,55.200317,30667
82.962615,55.064867,55905
82.979348,54.858657,50000
82.686598,54.992267,38813
83.086501,54.981731,29500
82.805059,54.976522,24279
83.100927,54.802455,61364
83.510411,54.866214,12500
82.90957,54.987122,70667
82.890466,54.984403,72335
83.311779,54.640466,38657
83.121388,54.753822,46012
83.06364,54.963733,62492
82.79907,54.98015,62150
83.062466,54.961789,32667
82.869442,55.048041,87197
83.012568,55.002824,49855
82.96134,54.954459,55444
83.068001,54.950204,44386
82.998421,55.170199,39672
82.931262,55.033331,84044
83.108797,54.96053,46774
82.975872,54.852919,45829
83.073413,54.759687,57941
83.057638,54.844633,87894
82.886028,55.044969,84687
82.886249,54.989316,56911
82.935576,55.019412,107033
82.925095,55.139367,60000
83.125542,54.957518,53120
82.955224,54.968351,45833
82.989464,55.043274,59418
82.97341,54.991658,95790
82.549875,54.84029,29853
82.893382,54.995082,80770
82.904601,54.982249,119753
82.970054,54.945821,35830
83.303774,54.638979,37411
82.952447,55.107264,67607
82.962624,55.050456,65399
82.848242,55.145068,39691
82.869245,54.976952,70964
82.206353,55.011169,13209
82.967949,55.02981,69876
82.949982,55.023936,94256
83.094211,54.751031,47093
82.898816,54.983378,71163
83.196939,54.969752,38334
83.004605,54.989318,72885
82.898827,54.974373,85036
82.955627,55.004551,60426
82.822342,54.983999,47345
82.846419,54.974796,48289
82.967248,54.944425,44110
82.900621,54.994063,59672
82.941302,55.106444,67588
83.105887,54.764118,46544
82.993075,55.02404,56667
82.96037,55.005976,61554
83.070618,54.734895,48333
83.055536,54.746857,52362
82.85853,54.979394,63953
82.881276,55.071452,33219
82.95837,54.962075,66722
83.098229,54.839596,91599
82.960901,55.101997,66205
82.971013,55.035754,65827
82.945149,55.05748,64284
82.97653,55.072328,44632
82.88949,54.98077,65721
82.883876,54.939634,63988
82.759281,55.313228,38980
82.938184,55.111958,66128
82.896834,55.050726,84656
82.965356,55.171343,47193
82.880242,55.020098,60773
82.887285,54.982074,59978
83.30268,54.638402,46552
82.933683,55.107678,68949
82.962694,54.944987,37531
82.834454,54.949739,37500
82.898289,54.975718,67229
83.058783,54.753711,40909
82.925515,55.140234,60000
82.957826,54.964059,51662
83.200996,54.940449,69859
82.816162,54.991202,65461
82.993645,55.035268,63326
83.051752,54.741923,34756
82.973048,54.860072,56412
82.885652,54.983425,78270
83.108118,54.839099,114815
82.967353,55.06984,75862
83.118237,54.965896,36214
82.925723,55.017401,72142
82.991408,55.041438,71477
82.693742,54.99687,55238
82.966466,55.072469,95230
83.044782,55.111145,21758
82.971072,54.943054,44255
82.912056,54.990942,75649
82.831059,54.910292,47936
82.878465,54.945982,41308
83.022223,55.034125,89760
82.932199,55.060854,77636
83.086382,54.975155,55523
83.081004,54.772607,61544
83.002227,55.037694,69484
82.874925,54.969084,45620
82.930594,55.042966,96774
83.015028,55.031978,53323
83.138096,54.961312,52752
82.963031,54.942018,40002
82.914231,54.976485,61146
82.644505,55.083199,36667
82.907737,55.058494,81818
83.122328,54.939882,49210
83.023518,55.043447,54387
82.907485,54.982737,67147
82.994187,55.024993,81667
82.996872,55.065858,66129
82.955105,55.004977,72222
82.859767,54.991806,55950
82.807691,55.032241,58864
82.952476,55.061069,37556
83.101902,54.827362,173410
82.971052,55.034967,73903
82.999461,55.044495,62069
82.965997,54.997926,67220
82.897137,54.836361,56522
82.924011,55.017945,60606
83.336059,54.508026,25161
82.972143,55.100253,56488
83.111585,54.754011,42113
83.32705,54.576223,31034
82.91855,54.963274,32000
82.990351,54.989994,55556
82.861455,55.149615,83333
82.903957,54.931608,57267
82.814913,54.992273,59068
82.939775,55.017794,102587
82.920552,55.059445,87217
82.862719,54.822392,33333
83.002006,54.939779,50000
82.860936,54.978478,60062
82.747079,54.976662,40964
82.939311,55.064863,73599
82.993708,55.051805,60803
82.955061,55.105723,53297
83.811308,55.457477,12500
82.916555,55.031657,76074
82.933466,55.030591,103331
82.734882,55.313336,51724
82.91693,55.059135,89130
82.43589,54.993832,29900
83.296389,55.20128,30488
82.728216,55.318517,32475
83.297362,54.633489,38125
82.968834,55.009837,68033
82.751467,55.313462,31707
82.80068,54.980517,61051
82.905412,55.102962,110312
82.930163,55.060602,62022
82.671067,55.004921,39431
82.917688,55.024088,69231
83.010873,55.016969,54788
83.122782,54.939171,48102
83.086111,54.866834,78307
82.893134,54.975464,67756
83.104889,54.834483,96629
82.972285,55.042851,90134
82.981707,55.013021,25000
82.90223,55.048044,86514
82.91842,54.936072,68750
82.960237,55.041426,73447
82.946137,55.02831,83847
82.878466,54.978874,59494
83.441915,55.043011,20683
82.966701,55.038645,74687
82.974582,55.028482,66094
83.117087,54.750056,52892
82.884844,54.996876,42105
82.952128,55.006603,73696
83.876074,55.119842,29691
82.905607,55.099523,66429
82.98332,55.062045,61186
83.274501,54.65312,35897
82.880727,55.071299,47497
83.008666,55.038542,60295
84.413052,55.240648,29070
83.00192,55.039271,59036
83.116245,54.942684,64444
82.904716,55.148099,30667
81.86526,54.351667,40000
82.722908,54.980899,36243
82.935807,55.111358,75121
82.978307,54.858062,54545
82.763602,55.069914,87977
82.808178,54.980497,64034
83.071925,54.77171,45442
83.283517,54.626844,29545
82.941659,55.039944,84621
82.970691,55.034139,69207
82.915382,54.989972,97523
82.900552,55.055592,88482
82.87468,54.966655,57464
83.005721,54.989586,74238
83.024878,55.000844,104000
83.062157,54.739727,53597
83.143209,54.981414,57857
83.101933,54.841004,92011
83.062112,54.734412,26250
82.8453,54.9738,59767
82.43798,54.992616,31111
82.946797,55.110349,65491
82.979661,55.026192,58704
82.965472,54.95355,56283
83.365313,55.19843,22500
83.291777,55.20388,29383
83.09198,54.976169,63654
82.972139,55.027868,54402
82.894297,54.986642,75201
83.331061,54.301657,15208
82.896497,55.038966,83593
83.050513,55.091376,57171
82.703323,54.976774,16429
82.967134,55.034101,63488
83.059146,54.751249,46162
82.86056,55.047103,80428
82.970821,55.068125,69425
83.000355,54.941094,43958
82.883762,54.986147,63125
82.975294,54.947777,36163
82.979447,54.86524,54106
82.808176,55.030546,58111
82.94598,55.070917,48933
82.462326,55.011301,45545
83.014982,54.984291,66870
83.455822,55.059915,27869
82.882158,55.071152,92476
82.90053,54.937797,52238
82.910101,54.977684,61013
82.897138,54.984011,80000
82.898502,55.063111,68182
82.952958,55.050031,105887
82.996059,55.040347,43754
82.932379,55.029475,79459
82.965627,55.034587,76875
82.960365,55.156758,56633
82.964285,55.076325,70535
82.931008,54.935407,58331
83.065272,55.063313,56897
82.744846,55.315605,29787
82.999308,54.941398,39377
82.977268,55.025892,73814
82.885933,54.970393,37273
82.943282,55.013578,67500
82.914797,55.045165,93642
82.876239,54.991197,48312
82.901185,55.050526,71956
82.963171,55.012704,68459
82.93109,55.067748,103856
83.114594,54.753101,40965
82.885139,54.993122,59986
82.843818,54.992433,63100
82.901631,54.974134,55172
82.931598,54.9365,58585
82.88719,54.962043,68182
82.836251,54.964383,59881
82.803772,54.981856,61571
82.955909,55.041903,79545
82.90882,55.070773,94040
83.319638,54.625571,61185
82.903154,55.028299,88942
83.063752,54.961486,43847
82.965306,55.175163,56502
82.931772,55.027935,85717
82.957118,54.915603,58151
83.104671,54.937827,61859
82.908022,54.935566,57449
82.893309,54.989512,69653
83.105731,54.834138,99815
83.110985,54.759113,47778
83.003458,54.883811,36000
82.896843,55.126678,81031
82.866775,54.982781,45884
82.975689,54.925089,47805
83.049084,54.746206,46000
82.81181,55.068173,61067
82.959633,55.008585,72727
82.712836,55.304393,44643
82.955898,54.947062,58333
82.910872,55.007961,21429
82.927484,55.040409,77890
82.88105,54.982136,57774
82.964353,55.06645,26583
83.34308,54.430059,24641
82.961055,54.997414,54839
83.183534,54.938654,55102
83.015516,55.021456,60455
82.87832,54.982019,67261
82.847213,54.98568,67965
82.937778,55.054383,76554
82.877315,54.976537,73980
82.902189,54.966485,58446
82.964633,55.052013,75916
82.92417,55.025163,91912
82.979844,55.054424,90886
82.905926,54.963504,51020
83.096937,54.973133,70144
82.972406,55.071486,51466
83.001628,55.014137,45037
82.994087,54.925945,64826
83.040862,54.849891,54960
83.012624,55.018767,50528
82.939291,55.045643,74019
83.052561,55.102769,42330
83.102018,54.828286,173061
83.025587,55.002748,83739
82.846594,54.973541,61224
83.081372,54.766271,63043
83.087981,54.976151,41429
82.912848,54.990169,82056
82.925097,55.033092,107249
82.912447,55.036842,72068
82.963603,55.042892,78912
82.64945,55.088983,38442
82.647017,55.088179,39063
83.140766,54.87569,40325
82.936713,55.044577,71552
82.958078,55.07508,59378
82.911236,55.02709,95874
83.005541,55.013428,43682
82.889961,54.990679,62737
83.128111,54.939951,53059
82.863802,54.984795,49825
82.913579,54.976425,58113
82.774729,55.379812,26395
83.012678,55.019797,64622
82.985728,55.027077,54388
82.902117,55.061093,98396
83.079633,54.862184,67099
82.922044,55.035769,141544
82.988513,54.929501,96343
82.910552,54.96554,47761
82.924879,54.935621,54651
82.862358,54.978542,51510
82.845557,54.971476,71504
82.899347,55.036963,131345
82.934946,54.50111,15667
82.956968,55.014285,52961
82.957322,54.950638,49765
82.935095,55.047193,73761
82.957234,55.097535,82939
